bar_ts,session,side,entry,exit,exit_reason,pnl,cum_pnl,signal_type,score
2026-03-11 13:40:00,2026-03-11,SHORT,24919.5,24902.0,TARGET,349.3,-237.6,both,51.8
2026-03-12 15:01:00,2026-03-12,SHORT,24595.75,24600.75,STOP,-100.7,-338.3,both,52.2
2026-03-13 09:33:00,2026-03-13,SHORT,24663.5,24668.5,STOP,-100.7,-439.0,both,58.8
2026-03-13 13:50:00,2026-03-13,LONG,24367.75,24385.25,TARGET,349.3,-89.7,both,50.5
2026-03-16 15:10:00,2026-03-16,SHORT,24770.0,24752.5,TARGET,349.3,259.6,both,65.0
2026-03-17 11:31:00,2026-03-17,SHORT,24800.5,24783.0,TARGET,349.3,608.9,both,56.0
2026-03-17 15:02:00,2026-03-17,SHORT,24788.75,24771.25,TARGET,349.3,958.2,both,50.5
2026-03-18 11:09:00,2026-03-18,LONG,24713.0,24708.0,STOP,-100.7,857.5,both,50.2
2026-03-18 13:31:00,2026-03-18,LONG,24601.25,24618.75,TARGET,349.3,1206.8,both,55.7
2026-03-18 14:37:00,2026-03-18,SHORT,24609.25,24614.25,STOP,-100.7,1106.1,both,50.4
2026-03-18 15:23:00,2026-03-18,LONG,24506.25,24501.25,STOP,-100.7,1005.4,both,53.1
2026-03-23 14:35:00,2026-03-23,SHORT,24515.5,24520.5,STOP,-100.7,904.7,both,58.4
2026-03-24 10:52:00,2026-03-24,SHORT,24296.5,24301.5,STOP,-100.7,804.0,both,65.0
2026-03-24 12:38:00,2026-03-24,LONG,24263.5,24258.5,STOP,-100.7,703.3,both,56.7
2026-03-24 13:52:00,2026-03-24,SHORT,24188.75,24193.75,STOP,-100.7,602.6,both,61.4
2026-03-25 13:52:00,2026-03-25,SHORT,24420.75,24425.75,STOP,-100.7,501.9,both,51.2
2026-03-25 13:58:00,2026-03-25,SHORT,24432.25,24414.75,TARGET,349.3,851.2,both,51.7
2026-03-26 10:40:00,2026-03-26,SHORT,24179.75,24184.75,STOP,-100.7,750.5,both,62.2
2026-03-26 10:41:00,2026-03-26,LONG,24175.0,24170.0,STOP,-100.7,649.8,both,61.8
2026-03-26 10:55:00,2026-03-26,LONG,24069.0,24064.0,STOP,-100.7,549.1,both,55.5
2026-03-27 09:32:00,2026-03-27,LONG,23607.25,23602.25,STOP,-100.7,448.4,both,60.6
2026-03-27 13:57:00,2026-03-27,LONG,23360.5,23355.5,STOP,-100.7,347.7,both,50.2
2026-03-27 14:42:00,2026-03-27,LONG,23368.75,23386.25,TARGET,349.3,697.0,both,52.1
2026-03-27 14:43:00,2026-03-27,SHORT,23370.25,23352.75,TARGET,349.3,1046.3,both,63.4
2026-03-30 10:36:00,2026-03-30,LONG,23308.0,23303.0,STOP,-100.7,945.6,both,50.3
2026-03-30 15:06:00,2026-03-30,LONG,23100.75,23095.75,STOP,-100.7,844.9,both,55.5
2026-04-01 13:30:00,2026-04-01,SHORT,24331.5,24336.5,STOP,-100.7,744.2,both,53.3
2026-04-02 13:16:00,2026-04-02,SHORT,24162.75,24167.75,STOP,-100.7,643.5,both,53.7
2026-04-06 10:00:00,2026-04-06,SHORT,24398.25,24403.25,STOP,-100.7,542.8,both,54.0
2026-04-06 11:33:00,2026-04-06,LONG,24271.75,24266.75,STOP,-100.7,442.1,both,53.1
2026-04-06 13:34:00,2026-04-06,SHORT,24308.75,24313.75,STOP,-100.7,341.4,both,51.8
2026-04-07 12:03:00,2026-04-07,SHORT,24192.5,24197.5,STOP,-100.7,240.7,both,65.0
2026-04-07 12:23:00,2026-04-07,SHORT,24184.75,24189.75,STOP,-100.7,140.0,both,63.1
2026-04-07 12:48:00,2026-04-07,SHORT,24227.5,24232.5,STOP,-100.7,39.3,both,50.9
2026-04-07 15:20:00,2026-04-07,SHORT,24258.5,24241.0,TARGET,349.3,388.6,both,57.2
2026-04-08 09:33:00,2026-04-08,LONG,25154.25,25171.75,TARGET,349.3,737.9,both,54.9
2026-04-08 11:35:00,2026-04-08,SHORT,25038.25,25043.25,STOP,-100.7,637.2,both,54.0
2026-04-08 14:00:00,2026-04-08,LONG,25093.25,25110.75,TARGET,349.3,986.5,both,53.6
