signal_id,category,score_tier,n_1b,wr_1b,avg_1b,sharpe_1b,n_5b,wr_5b,avg_5b,sharpe_5b,n_10b,wr_10b,avg_10b,sharpe_10b,n_15b,wr_15b,avg_15b,sharpe_15b,n_30b,wr_30b,avg_30b,sharpe_30b
EXH_05,exhaustion,TYPE_C,11899,0.49415917303975126,-0.3157408185561812,-0.006600570611584351,11899,0.49088158668795695,-1.6719892427935121,-0.011356610123973713,11898,0.48819228506597195,-2.8558581274163726,-0.012998690498279553,11897,0.49735271871585846,-0.9741951752542658,-0.0034694219993969652,11893,0.49836120682410284,0.8692508198099722,0.002208052711592459
IMB_01,imbalance,QUIET,77693,0.4842521205256587,-0.35958194431930807,-0.008838071828948248,77693,0.4908292896399933,-0.5545673355385942,-0.005676523242674931,77692,0.4924896708841208,-0.5835864696493848,-0.0042213496524497055,77690,0.49408569626607285,-0.8016475736903076,-0.0045219265994026585,77681,0.4926569961257771,-1.9238810005020532,-0.00724799844018294
IMB_01,imbalance,TYPE_A,1053,0.45825426944971537,-22.123456790123456,-0.06416516788944025,1053,0.4781783681214421,-22.05128205128205,-0.05466079278432903,1053,0.4667931688804554,-21.255460588793923,-0.04260981551542747,1053,0.4715370018975332,-17.150047483380817,-0.031014903746657888,1053,0.47058823529411764,-34.169040835707506,-0.05241191658957349
IMB_01,imbalance,TYPE_B,2757,0.5019949220166848,4.865070729053318,0.025566683038058046,2756,0.4889372506347479,1.6741654571843252,0.006251154648088793,2756,0.4885745375408052,1.7601596516690856,0.005283337949002473,2756,0.4856728327892637,-0.295355587808418,-0.0008077881716094214,2756,0.4929270946681175,-4.7739477503628445,-0.010601171238542057
IMB_01,imbalance,TYPE_C,45720,0.4904199475065617,-0.7951881014873141,-0.014186203150523888,45717,0.4946194225721785,-1.4481483911892732,-0.008432946493852183,45713,0.498753280839895,-0.9261041716798285,-0.0037016136193523306,45710,0.4966316710411199,-1.3167796980966966,-0.004314057313048691,45704,0.4920603674540682,-2.7629966742517067,-0.0065166124477025475
IMB_02,imbalance,QUIET,5487,0.49006743211226533,0.09713869145252414,0.0022967137823582118,5487,0.5108438126480773,2.465099325678877,0.026506608863715038,5487,0.5101148168398032,0.35921268452706395,0.002630299034947454,5487,0.505194095133953,-2.2301804264625478,-0.012254950946091225,5483,0.5035538545653363,-3.514316979755608,-0.012811495748164137
IMB_02,imbalance,TYPE_A,37,0.4864864864864865,-96.0,-0.15184304111960115,37,0.40540540540540543,-79.32432432432432,-0.12201634933078227,37,0.3783783783783784,-143.45945945945945,-0.20998668968292822,37,0.40540540540540543,-111.51351351351352,-0.15610040833619732,37,0.4594594594594595,-44.13513513513514,-0.05869670527004588
IMB_02,imbalance,TYPE_B,77,0.3246753246753247,-34.02597402597402,-0.172854704997071,77,0.37662337662337664,-59.36363636363637,-0.2172206617706537,77,0.45454545454545453,-51.675324675324674,-0.16002162572334186,77,0.45454545454545453,-69.68831168831169,-0.20101960278773529,77,0.4675324675324675,-60.09090909090909,-0.12993431726416363
IMB_02,imbalance,TYPE_C,2920,0.4934931506849315,-1.7856164383561643,-0.027402938298334602,2920,0.48698630136986304,-9.698972602739726,-0.05257562388334322,2920,0.501027397260274,-9.090753424657533,-0.035329746141679955,2920,0.5006849315068493,-5.666438356164384,-0.01826815273673683,2920,0.5013698630136987,-8.520205479452056,-0.018619620414170448
IMB_03,imbalance,QUIET,72471,0.4809785983358861,-0.5319645099419078,-0.01282076684147784,72471,0.49577072208193623,-0.20152888741703578,-0.002031587560755766,72470,0.49514978405155163,-0.4705257347868083,-0.003356871585936016,72468,0.4958397151964234,-0.8293729646188662,-0.004612744954275985,72459,0.4925970388155262,-1.9838667384313888,-0.0073781040413543044
IMB_03,imbalance,TYPE_A,1013,0.4980276134122288,6.815399802566634,0.0193566157476574,1013,0.4940828402366864,3.7186574531095755,0.009037450856558797,1013,0.48520710059171596,0.5834155972359328,0.0011468753847296382,1013,0.4812623274161736,7.507403751233959,0.013321398908565733,1013,0.5167652859960552,17.181638696939782,0.025870323902868066
IMB_03,imbalance,TYPE_B,2572,0.4801710730948678,1.8876360808709176,0.00959188432442045,2571,0.48639191290824263,0.28782574873590044,0.0010413008826549322,2571,0.49339035769828926,2.265655387008946,0.006595958145739005,2571,0.49494556765163294,4.077012835472579,0.010830080091891636,2571,0.5027216174183515,3.2329832749902763,0.006977818101980303
IMB_03,imbalance,TYPE_C,42183,0.492449564990636,-0.47867624398454356,-0.008278109737927053,42180,0.4941564137211673,0.10085348506401139,0.0005723633162672885,42176,0.5000355593485527,0.555861153262519,0.0021563416531506065,42174,0.49849465424460093,1.614952340304453,0.0051452640605423915,42168,0.49880283526539126,0.9930041737810662,0.002283925025159652
IMB_04,imbalance,QUIET,33669,0.4859069173423624,-0.14693041076361044,-0.0034206951112404106,33669,0.49989604680863703,1.0447295731978972,0.010737873396057612,33669,0.4950250972704862,0.08289524488401794,0.000607112212145313,33669,0.49612403100775193,0.4107042086192046,0.0023775814424107566,33664,0.4955300127713921,0.2187797053231939,0.000854837096740572
IMB_04,imbalance,TYPE_A,676,0.5096011816838996,18.252958579881657,0.05373419802158722,676,0.51698670605613,9.57396449704142,0.02490727766272635,676,0.5110782865583456,-3.223372781065089,-0.006628795946451193,676,0.4933530280649926,10.125739644970414,0.01902158525914468,676,0.51698670605613,14.065088757396449,0.021113507060409414
IMB_04,imbalance,TYPE_B,2111,0.4827096162955945,-2.0885836096636665,-0.015478358478290544,2111,0.49265750828991,1.1397441970630033,0.0047689624118735655,2111,0.4921837991473235,-1.2183799147323544,-0.003886055898862515,2111,0.5026054002842255,5.2036949313121745,0.0149525400126563,2111,0.49692089057318806,7.712458550450024,0.01719488759058039
